Number Header,Random Header,Dates,Required Date
5364,a,3/31/2014 | 3/27/2015,3/31/2014
5365,a,3/17/2014 | 3/16/2015,3/17/2014
5366,a,6/24/2014,['6/24/2014']
5367,a,3/28/2014 | 3/3/2015,3/28/2014
5368,a,3/28/2014 | 2/9/2015,3/28/2014
5369,a,9/11/2014,['9/11/2014']
5370,a,3/20/2015 | 3/24/2014,3/24/2014
5371,a,8/22/2014 | 4/17/2014,4/17/2014
5372,a,4/15/2015 | 4/18/2014 | 6/ 17/2014,4/18/2014
5373,a,4/18/2014 | 6/ 17/2014 | 4/15/2015,4/18/2014
5374,a,4/1/2014 | 7/21/2014 | 4/22/2014 | 7/23/2013,7/23/2013
5375,a,4/22/2014 | 4/9/2015,4/22/2014
5376,a,9/27/2014,['9/27/2014']
5377,a,11/19/2014,['11/19/2014']
5378,a,12/3/2014,['12/3/2014']
5379,a,11/7/2014,['11/7/2014']
5380,a,5/9/2014 | 10/24/2014,5/9/2014
5381,a,4/1/2015 | 4/20/2014,4/20/2014
5382,a,9/9/2014 | 11/20/2014,9/9/2014
5383,a,10/15/2014 | 4/17/2014,4/17/2014
5384,a,5/8/2014 | 5/6/2015,5/8/2014
5385,a,11/5/2014,['11/5/2014']
5386,a,4/29/2014 | 3/30/2015,4/29/2014
5387,a,11/18/2014,['11/18/2014']
5388,a,4/30/2015 | 5/1/2014 | 5/15/2014,5/1/2014
5389,a,5/5/2014 | 5/4/2015,5/5/2014
5390,a,5/19/2014 | 11/5/2014,5/19/2014
5391,a,5/19/2014 | 11/5/2014,5/19/2014
5392,a,5/21/2014 | 5/20/2015 | 12/16/2014 | 12/16/2014 | 5/19/2015,5/21/2014
5393,a,2/11/2015 | 5/21/2015 | 6/ 10/2014 | 5/22/2014 | 7/31/2014 | 6/ 20/2014 | 2/10/2015 | 8/22/2014,5/22/2014
5394,a,5/21/2015 | 6/ 9/2014 | 5/23/2014 | 6/ 20/2014 | 6/ 30/2014 | 10/17/2014 | 10/3/2014,5/23/2014
5395,a,5/21/2015 | 5/23/2014 | 6/ 20/2014 | 10/3/2014 | 6/ 30/2014 | 6/ 9/2014 | 10/17/2014,5/23/2014
5396,a,6/ 17/2015 | 6/ 18/2014,6/18/2014
5397,a,6/ 20/2014 | 6/ 17/2015,6/20/2014
5398,a,7/7/2014 | 2/6/2015,7/7/2014
5399,a,9/9/2015 | 10/3/2014,10/3/2014
5400,a,7/28/2014 | 12/22/2014,7/28/2014
5401,a,11/27/2013 | 12/1/2012,12/1/2012
5402,a,12/1/2012 | 11/27/2013,12/1/2012
5403,a,11/13/2012,['11/13/2012']
5404,a,3/16/2012,['3/16/2012']
5405,a,1/26/2012 | 4/6/2011,4/6/2011
5406,a,1/9/2012 | 8/18/2011,8/18/2011
5407,a,10/30/2009,['10/30/2009']
5408,a,10/19/2012,['10/19/2012']
5409,a,7/2/2012,['7/2/2012']
5410,a,11/27/1996,['11/27/1996']
5411,a,8/3/2011 | 7/2/2012,8/3/2011
5412,a,3/6/2012,['3/6/2012']
5413,a,4/20/2011,['4/20/2011']
5414,a,4/20/2011,['4/20/2011']
5415,a,12/30/2003,['12/30/2003']
5416,a,8/16/2002,['8/16/2002']
5417,a,6/11/2001,['6/11/2001']
5418,a,11/27/1996,['11/27/1996']
5419,a,11/24/2014,['11/24/2014']
5420,a,9/18/2015 | 9/26/2014 | 9/26/2014,9/26/2014
5421,a,12/29/2014,['12/29/2014']
5422,a,7/8/2015 | 8/19/2014,8/19/2014
5423,a,2/17/2015 | 8/26/2014,8/26/2014
5424,a,10/6/2015 | 10/8/2014,10/8/2014
5425,a,8/13/2015 | 8/29/2014,8/29/2014
5426,a,12/4/2014,['12/4/2014']
5427,a,1/29/2015,['1/29/2015']
5428,a,9/5/2014 | 5/27/2015,9/5/2014
5429,a,7/24/2015 | 9/11/2014,9/11/2014
5430,a,2/18/2015 | 2/24/2014,2/24/2014
5431,a,3/18/2011 | 2/17/2011,2/17/2011
5432,a,1/4/2007,['1/4/2007']
5433,a,4/22/2015 | 10/1/2014,10/1/2014
5434,a,9/21/2015 | 9/23/2014,9/23/2014
5435,a,9/12/2013,['9/12/2013']
5436,a,11/14/2014 | 3/6/2015,11/14/2014
5437,a,11/25/2014 | 10/21/2015,11/25/2014
5438,a,11/5/2014 | 7/17/2015,11/5/2014
5439,a,10/17/2014 | 7/16/2015,10/17/2014
5440,a,9/1/2015 | 10/27/2014,10/27/2014
5441,a,11/19/2010,['11/19/2010']
5442,a,8/9/2005 | 8/9/2005,8/9/2005
5443,a,1/22/2007,['1/22/2007']
5444,a,7/24/2002,['7/24/2002']
5445,a,9/5/2002,['9/5/2002']
5446,a,6/29/2005,['6/29/2005']
5447,a,5/25/2005,['5/25/2005']
5448,a,8/24/1999,['8/24/1999']
5449,a,8/7/2000,['8/7/2000']
5450,a,9/26/2002,['9/26/2002']
5451,a,8/8/2002,['8/8/2002']
5452,a,5/18/1999,['5/18/1999']
5453,a,11/28/1995,['11/28/1995']
5454,a,10/21/2003,['10/21/2003']
5455,a,8/16/2006,['8/16/2006']
5456,a,2/7/2003,['2/7/2003']
5457,a,12/8/2005,['12/8/2005']
5458,a,3/26/2001,['3/26/2001']
5459,a,3/26/2001,['3/26/2001']
5460,a,2/13/2015 | 8/20/2015,2/13/2015
5461,a,2/11/2016 | 2/13/2015,2/13/2015
5462,a,3/28/2001,['3/28/2001']
5463,a,1/18/2000,['1/18/2000']
5464,a,10/31/2001,['10/31/2001']
5465,a,9/29/2003,['9/29/2003']
5466,a,6/30/2000,['6/30/2000']
5467,a,10/21/2013,['10/21/2013']
5468,a,1/16/2012,['1/16/2012']
5469,a,4/11/2013,['4/11/2013']
5470,a,5/27/2011,['5/27/2011']
5471,a,5/16/2011,['5/16/2011']
5472,a,8/9/2011,['8/9/2011']
5473,a,1/14/2009,['1/14/2009']
5474,a,11/18/2008,['11/18/2008']
5475,a,4/18/2008,['4/18/2008']
5476,a,2/29/2008,['2/29/2008']
5477,a,2/28/2008,['2/28/2008']
5478,a,2/11/2004,['2/11/2004']
5479,a,12/9/2003,['12/9/2003']
5480,a,2/19/2003,['2/19/2003']
5481,a,11/26/2012,['11/26/2012']
5482,a,5/15/2012 | 6/ 9/2011 | 5/19/2011,5/19/2011
5483,a,4/22/2010 | 1/7/2011,4/22/2010
5484,a,4/22/2010 | 1/7/2011,4/22/2010
5485,a,4/22/2010 | 1/7/2011,4/22/2010
5486,a,4/22/2010 | 1/7/2011,4/22/2010
5487,a,10/11/2010 | 7/13/2010,7/13/2010
5488,a,10/22/2005,['10/22/2005']
5489,a,2/4/2008,['2/4/2008']
5490,a,2/4/2008,['2/4/2008']
5491,a,11/10/2006,['11/10/2006']
5492,a,12/21/2005 | 9/1/2005,9/1/2005
5493,a,12/21/2005 | 9/1/2005,9/1/2005
5494,a,12/21/2005 | 9/1/2005,9/1/2005
5495,a,9/1/2005 | 12/21/2005,9/1/2005
5496,a,12/26/2005,['12/26/2005']
5497,a,3/17/2005,['3/17/2005']
5498,a,9/23/2004,['9/23/2004']
5499,a,12/7/2007 | 7/12/2007,7/12/2007
5500,a,11/7/2003,['11/7/2003']
5501,a,9/26/2008 | 5/13/2009,9/26/2008
5502,a,6/26/2009,['6/26/2009']
5503,a,10/31/2005,['10/31/2005']
5504,a,10/31/2005,['10/31/2005']
5505,a,10/31/2005,['10/31/2005']
5506,a,10/31/2005,['10/31/2005']
5507,a,3/27/2006,['3/27/2006']
5508,a,10/17/2005,['10/17/2005']
5509,a,9/22/2014,['9/22/2014']
5510,a,8/3/1999,['8/3/1999']
5511,a,9/22/2014,['9/22/2014']
5512,a,6/17/2014,['6/17/2014']
5513,a,5/19/2011 | 6/ 30/2011,5/19/2011
5514,a,7/10/2014,['7/10/2014']
5515,a,5/20/2014,['5/20/2014']
5516,a,7/29/2014,['7/29/2014']
5517,a,12/2/2014,['12/2/2014']
5518,a,11/19/2014,['11/19/2014']
5519,a,5/28/2014,['5/28/2014']
5520,a,9/16/2014,['9/16/2014']
5521,a,7/20/2009,['7/20/2009']
5522,a,7/16/2009,['7/16/2009']
5523,a,4/30/2009,['4/30/2009']
5524,a,9/12/2001,['9/12/2001']
5525,a,11/26/2014,['11/26/2014']
5526,a,6/30/2014,['6/30/2014']
5527,a,3/31/2014 | 3/31/2014 | 3/31/2014 | 7/17/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 2/25/2014 | 2/25/2014,2/25/2014
5528,a,2/25/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 7/17/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 2/25/2014,2/25/2014
5529,a,7/17/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 2/25/2014 | 3/31/2014 | 2/25/2014 | 3/31/2014,2/25/2014
5530,a,7/17/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 2/25/2014 | 3/31/2014 | 2/25/2014 | 3/31/2014,2/25/2014
5531,a,3/31/2014 | 3/31/2014 | 3/31/2014 | 2/25/2014 | 3/31/2014 | 7/17/2014 | 2/25/2014 | 3/31/2014 | 3/31/2014,2/25/2014
5532,a,3/31/2014 | 3/31/2014 | 2/25/2014 | 7/17/2014 | 3/31/2014 | 3/31/2014 | 2/25/2014 | 3/31/2014 | 3/31/2014,2/25/2014
5533,a,7/17/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 2/25/2014 | 2/25/2014,2/25/2014
5534,a,3/31/2014 | 7/17/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014 | 2/25/2014 | 2/25/2014,2/25/2014
5535,a,8/20/2013,['8/20/2013']
5536,a,10/4/2013,['10/4/2013']
5537,a,1/22/2014,['1/22/2014']
5538,a,6/7/2013,['6/7/2013']
5539,a,12/17/2012,['12/17/2012']
5540,a,11/30/2012,['11/30/2012']
5541,a,6/13/2013,['6/13/2013']
5542,a,2/21/2014,['2/21/2014']
5543,a,2/24/2014,['2/24/2014']
5544,a,12/31/2013,['12/31/2013']
5545,a,1/9/2014,['1/9/2014']
5546,a,12/20/2013,['12/20/2013']
5547,a,1/28/2014,['1/28/2014']
5548,a,12/30/2013,['12/30/2013']
5549,a,6/18/2013,['6/18/2013']
5550,a,6/20/2013,['6/20/2013']
5551,a,3/15/2013,['3/15/2013']
5552,a,3/15/2013,['3/15/2013']
5553,a,10/31/2012,['10/31/2012']
5554,a,9/7/2012,['9/7/2012']
5555,a,9/25/2012,['9/25/2012']
5556,a,6/26/2012,['6/26/2012']
5557,a,12/4/2012,['12/4/2012']
5558,a,8/17/2012,['8/17/2012']
5559,a,8/30/2012,['8/30/2012']
5560,a,7/30/2012,['7/30/2012']
5561,a,4/23/2012,['4/23/2012']
5562,a,9/10/2012,['9/10/2012']
5563,a,7/31/2012,['7/31/2012']
5564,a,7/31/2012,['7/31/2012']
5565,a,7/31/2012,['7/31/2012']
5566,a,9/21/2012,['9/21/2012']
5567,a,8/31/2012,['8/31/2012']
5568,a,10/16/2012,['10/16/2012']
5569,a,8/29/2012,['8/29/2012']
5570,a,8/17/2012,['8/17/2012']
5571,a,4/23/2012,['4/23/2012']
5572,a,3/9/2012,['3/9/2012']
5573,a,9/20/2011,['9/20/2011']
5574,a,12/6/2011,['12/6/2011']
5575,a,9/14/2012,['9/14/2012']
5576,a,9/20/2012,['9/20/2012']
5577,a,11/18/2011,['11/18/2011']
5578,a,11/9/2011,['11/9/2011']
5579,a,11/8/2011,['11/8/2011']
5580,a,6/16/2011,['6/16/2011']
5581,a,11/30/2012,['11/30/2012']
5582,a,8/29/2012,['8/29/2012']
5583,a,9/19/2011,['9/19/2011']
5584,a,3/30/2012,['3/30/2012']
5585,a,7/25/2011,['7/25/2011']
5586,a,8/30/2011,['8/30/2011']
5587,a,5/24/2011,['5/24/2011']
5588,a,6/17/2011,['6/17/2011']
5589,a,5/12/2011,['5/12/2011']
5590,a,1/4/2013,['1/4/2013']
5591,a,9/26/2011,['9/26/2011']
5592,a,5/2/2012,['5/2/2012']
5593,a,9/21/2011,['9/21/2011']
5594,a,7/11/2011,['7/11/2011']
5595,a,8/31/2012,['8/31/2012']
5596,a,6/29/2011,['6/29/2011']
5597,a,3/15/2013,['3/15/2013']
5598,a,6/13/2011,['6/13/2011']
5599,a,6/20/2012,['6/20/2012']
5600,a,11/1/2010,['11/1/2010']
5601,a,12/3/2010,['12/3/2010']
5602,a,10/25/2010,['10/25/2010']
5603,a,2/4/2011,['2/4/2011']
5604,a,12/8/2011,['12/8/2011']
5605,a,5/21/2010,['5/21/2010']
5606,a,12/19/2012,['12/19/2012']
5607,a,7/11/2011,['7/11/2011']
5608,a,11/29/2011,['11/29/2011']
5609,a,1/12/2010,['1/12/2010']
5610,a,12/21/2009,['12/21/2009']
5611,a,5/15/2009,['5/15/2009']
5612,a,9/21/2009,['9/21/2009']
5613,a,10/6/2011,['10/6/2011']
5614,a,4/14/2009,['4/14/2009']
5615,a,2/27/2008,['2/27/2008']
5616,a,4/7/2008,['4/7/2008']
5617,a,1/17/2008,['1/17/2008']
5618,a,1/30/2014,['1/30/2014']
5619,a,6/4/2013,['6/4/2013']
5620,a,5/17/2012,['5/17/2012']
5621,a,7/26/2011,['7/26/2011']
5622,a,12/1/2011,['12/1/2011']
5623,a,4/27/1998,['4/27/1998']
5624,a,6/29/2006,['6/29/2006']
5625,a,8/31/2006,['8/31/2006']
5626,a,2/25/2014,['2/25/2014']
5627,a,3/31/2014 | 2/25/2014 | 2/25/2014,2/25/2014
5628,a,3/31/2014 | 2/25/2014 | 2/25/2014,2/25/2014
5629,a,3/12/2014,['3/12/2014']
5630,a,9/19/2014,['9/19/2014']
5631,a,12/31/2013,['12/31/2013']
5632,a,12/23/2013,['12/23/2013']
5633,a,12/31/2013,['12/31/2013']
5634,a,12/20/2013,['12/20/2013']
5635,a,12/19/2013,['12/19/2013']
5636,a,12/26/2013,['12/26/2013']
5637,a,1/10/2014,['1/10/2014']
5638,a,1/30/2014,['1/30/2014']
5639,a,12/26/2013,['12/26/2013']
5640,a,12/30/2013,['12/30/2013']
5641,a,12/20/2013,['12/20/2013']
5642,a,3/4/2014,['3/4/2014']
5643,a,12/27/2013,['12/27/2013']
5644,a,2/28/2014,['2/28/2014']
5645,a,12/31/2013,['12/31/2013']
5646,a,12/19/2013,['12/19/2013']
5647,a,12/23/2013,['12/23/2013']
5648,a,12/2/2013,['12/2/2013']
5649,a,12/23/2013,['12/23/2013']
5650,a,9/26/2013,['9/26/2013']
5651,a,6/6/2013,['6/6/2013']
5652,a,8/7/2013,['8/7/2013']
5653,a,5/11/2012,['5/11/2012']
5654,a,3/9/2012,['3/9/2012']
5655,a,8/30/2012,['8/30/2012']
5656,a,4/16/2010,['4/16/2010']
5657,a,10/30/2009,['10/30/2009']
5658,a,10/30/2009,['10/30/2009']
5659,a,5/10/2010,['5/10/2010']
5660,a,2/19/1999,['2/19/1999']
5661,a,4/5/2001,['4/5/2001']
5662,a,7/31/2009,['7/31/2009']
5663,a,3/18/2008,['3/18/2008']
5664,a,11/10/2000,['11/10/2000']
5665,a,10/15/2001,['10/15/2001']
5666,a,5/15/2008,['5/15/2008']
5667,a,1/20/2006,['1/20/2006']
5668,a,3/10/1995,['3/10/1995']
5669,a,6/28/2004,['6/28/2004']
5670,a,3/7/2008,['3/7/2008']
5671,a,2/25/2008,['2/25/2008']
5672,a,10/16/2009,['10/16/2009']
5673,a,2/25/2008 | 12/31/2008,2/25/2008
5674,a,9/14/2004,['9/14/2004']
5675,a,2/5/2001,['2/5/2001']
5676,a,8/29/2007,['8/29/2007']
5677,a,10/17/2008,['10/17/2008']
5678,a,6/3/2004,['6/3/2004']
5679,a,4/9/2010,['4/9/2010']
5680,a,1/8/2014,['1/8/2014']
5681,a,1/8/2014 | 12/30/2013 | 1/8/2014,12/30/2013
5682,a,12/30/2013,['12/30/2013']
5683,a,3/17/2004,['3/17/2004']
5684,a,10/23/2009,['10/23/2009']
5685,a,11/3/2011,['11/3/2011']
5686,a,11/3/2011,['11/3/2011']
5687,a,12/31/2009,['12/31/2009']
5688,a,10/21/2008,['10/21/2008']
5689,a,5/14/2003,['5/14/2003']
5690,a,7/18/2002,['7/18/2002']
5691,a,4/19/2011 | 5/6/2011,4/19/2011
5692,a,4/19/2011,['4/19/2011']
5693,a,5/6/2011 | 4/19/2011,4/19/2011
5694,a,1/9/2001,['1/9/2001']
5695,a,1/5/2011,['1/5/2011']
5696,a,10/31/2007,['10/31/2007']
5697,a,3/7/2008,['3/7/2008']
5698,a,12/17/2013,['12/17/2013']
5699,a,12/30/2013 | 12/31/2013,12/30/2013
5700,a,12/30/2013,['12/30/2013']
5701,a,1/27/2012,['1/27/2012']
5702,a,11/24/2008,['11/24/2008']
5703,a,11/24/2008,['11/24/2008']
5704,a,10/10/2006,['10/10/2006']
5705,a,12/22/2008 | 6/ 27/2008,6/27/2008
5706,a,6/22/2001,['6/22/2001']
5707,a,12/7/2009,['12/7/2009']
5708,a,1/5/2011 | 3/28/2011 | 1/5/2011 | 1/5/2011 | 1/5/2011,1/5/2011
5709,a,4/3/2001,['4/3/2001']
5710,a,10/22/2008,['10/22/2008']
5711,a,3/30/1999,['3/30/1999']
5712,a,12/1/2011,['12/1/2011']
5713,a,11/7/2006,['11/7/2006']
5714,a,3/12/2008,['3/12/2008']
5715,a,12/8/2006,['12/8/2006']
5716,a,8/21/2008,['8/21/2008']
5717,a,7/27/2009,['7/27/2009']
5718,a,8/29/2008,['8/29/2008']
5719,a,8/29/2008,['8/29/2008']
5720,a,2/23/2004 | 2/23/2004 | 9/2/2003,9/2/2003
5721,a,10/22/1997 | 8/24/1998,10/22/1997
5722,a,10/22/1997 | 8/24/1998,10/22/1997
5723,a,9/30/2011,['9/30/2011']
5724,a,1/30/2007 | 3/2/2007,1/30/2007
5725,a,7/29/1994,['7/29/1994']
5726,a,8/15/2002,['8/15/2002']
5727,a,7/19/1999,['7/19/1999']
5728,a,9/23/2009,['9/23/2009']
5729,a,10/30/2007,['10/30/2007']
5730,a,10/24/2007,['10/24/2007']
5731,a,8/10/2004,['8/10/2004']
5732,a,6/18/1998,['6/18/1998']
5733,a,6/18/1997,['6/18/1997']
5734,a,2/27/2012,['2/27/2012']
5735,a,4/14/2009,['4/14/2009']
5736,a,9/13/2007,['9/13/2007']
5737,a,7/7/2011 | 7/8/2011,7/7/2011
5738,a,3/12/2008,['3/12/2008']
5739,a,7/25/2008,['7/25/2008']
5740,a,1/28/2008,['1/28/2008']
5741,a,5/29/2008,['5/29/2008']
5742,a,7/31/2009,['7/31/2009']
5743,a,3/7/2008,['3/7/2008']
5744,a,3/7/2008,['3/7/2008']
5745,a,3/7/2008,['3/7/2008']
5746,a,9/10/2008,['9/10/2008']
5747,a,3/20/2008,['3/20/2008']
5748,a,1/28/2008,['1/28/2008']
5749,a,9/30/2005,['9/30/2005']
5750,a,2/3/2005,['2/3/2005']
5751,a,2/18/2003,['2/18/2003']
5752,a,7/19/1999,['7/19/1999']
5753,a,2/21/2001,['2/21/2001']
5754,a,1/8/2014 | 12/27/2013 | 11/19/2013,11/19/2013
5755,a,12/27/2013,['12/27/2013']
5756,a,10/3/1997,['10/3/1997']
5757,a,2/25/2014 | 3/31/2014 | 3/31/2014 | 7/17/2014 | 3/31/2014 | 2/25/2014 | 3/31/2014 | 3/31/2014 | 3/31/2014,2/25/2014
5758,a,8/1/2014 | 3/31/2014 | 2/25/2014,2/25/2014
5759,a,2/25/2014 | 3/31/2014 | 2/25/2014,2/25/2014
5760,a,6/2/2008,['6/2/2008']
5761,a,12/21/2000,['12/21/2000']
5762,a,7/26/2007,['7/26/2007']
5763,a,7/31/2009,['7/31/2009']
5764,a,2/3/2009,['2/3/2009']
5765,a,3/7/2008,['3/7/2008']
5766,a,9/30/2005,['9/30/2005']
5767,a,12/31/2013,['12/31/2013']
5768,a,7/10/2014,['7/10/2014']
5769,a,7/12/2011,['7/12/2011']
5770,a,12/22/2008,['12/22/2008']
5771,a,12/6/2011,['12/6/2011']
5772,a,5/11/2011,['5/11/2011']
5773,a,12/30/2011,['12/30/2011']
5774,a,12/30/2011,['12/30/2011']
5775,a,10/15/2002,['10/15/2002']
5776,a,10/15/2002,['10/15/2002']
5777,a,11/20/2012,['11/20/2012']
5778,a,4/4/2006,['4/4/2006']
5779,a,12/22/2008 | 6/ 27/2008,6/27/2008
5780,a,6/ 27/2008 | 12/19/2008,6/27/2008
5781,a,8/16/2001,['8/16/2001']
5782,a,9/8/2001,['9/8/2001']
5783,a,4/28/2000,['4/28/2000']
5784,a,12/14/1999,['12/14/1999']
5785,a,4/18/2000,['4/18/2000']
5786,a,6/20/2003,['6/20/2003']
5787,a,10/30/2001,['10/30/2001']
5788,a,10/9/2001,['10/9/2001']
5789,a,10/2/2001,['10/2/2001']
5790,a,9/14/2001,['9/14/2001']
5791,a,8/24/2000,['8/24/2000']
5792,a,11/8/2007,['11/8/2007']
5793,a,11/8/2007,['11/8/2007']
5794,a,11/24/2004,['11/24/2004']
5795,a,5/22/2002,['5/22/2002']
5796,a,12/22/2004,['12/22/2004']
5797,a,8/14/2000 | 2/8/2001,8/14/2000
5798,a,12/13/2001,['12/13/2001']
5799,a,3/22/2011,['3/22/2011']
5800,a,8/1/2013,['8/1/2013']
5801,a,6/30/2014,['6/30/2014']
5802,a,1/3/2013 | 8/12/2013,1/3/2013
5803,a,6/27/2005,['6/27/2005']
5804,a,7/17/2001,['7/17/2001']
5805,a,7/17/2001,['7/17/2001']
5806,a,6/1/1999,['6/1/1999']
5807,a,9/19/1995,['9/19/1995']
5808,a,5/27/2005,['5/27/2005']
5809,a,6/3/2005,['6/3/2005']
5810,a,3/31/1999,['3/31/1999']
5811,a,8/30/2002,['8/30/2002']
5812,a,12/13/2002,['12/13/2002']
5813,a,9/5/2005,['9/5/2005']
5814,a,2/5/1991,['2/5/1991']
5815,a,2/6/2003,['2/6/2003']
5816,a,9/10/2001,['9/10/2001']
5817,a,8/27/2008,['8/27/2008']
5818,a,4/25/1996 | 4/25/1996 | 4/25/1996 | 4/25/1996 | 8/21/1996 | 9/16/1996 | 3/28/1997,4/25/1996
5819,a,4/25/1996 | 4/25/1996 | 9/16/1996 | 4/25/1996 | 3/28/1997 | 8/21/1996 | 4/25/1996,4/25/1996
5820,a,6/27/2000,['6/27/2000']
5821,a,4/27/2007,['4/27/2007']
5822,a,9/24/2004 | 6/ 9/2004 | 1/26/2004 | 7/29/2004,1/26/2004
5823,a,1/31/1992 | 10/12/1992,1/31/1992
5824,a,11/4/1994,['11/4/1994']
5825,a,4/28/2005,['4/28/2005']
5826,a,4/18/2000,['4/18/2000']
5827,a,5/25/1999,['5/25/1999']
5828,a,10/31/2012,['10/31/2012']
5829,a,12/28/2004,['12/28/2004']
5830,a,11/12/2010,['11/12/2010']
5831,a,6/19/2002,['6/19/2002']
5832,a,2/19/2003,['2/19/2003']
5833,a,7/30/2003,['7/30/2003']
5834,a,9/28/2004,['9/28/2004']
5835,a,3/30/1999,['3/30/1999']
5836,a,8/1/2003,['8/1/2003']
5837,a,3/30/2012,['3/30/2012']
5838,a,12/15/1999,['12/15/1999']
5839,a,11/30/2012,['11/30/2012']
5840,a,2/22/2001,['2/22/2001']
5841,a,2/22/2001,['2/22/2001']
5842,a,2/19/2009,['2/19/2009']
5843,a,3/7/2008,['3/7/2008']
5844,a,2/25/2014 | 2/25/2014 | 3/31/2014,2/25/2014
5845,a,6/5/2007,['6/5/2007']
5846,a,6/5/2007,['6/5/2007']
5847,a,4/28/2005,['4/28/2005']
5848,a,9/13/2007,['9/13/2007']
5849,a,10/31/2008,['10/31/2008']
5850,a,9/9/2009,['9/9/2009']
5851,a,9/6/2007,['9/6/2007']
5852,a,7/20/2007,['7/20/2007']
5853,a,7/20/2007,['7/20/2007']
5854,a,2/8/2011,['2/8/2011']
5855,a,3/31/2008,['3/31/2008']
5856,a,9/28/2004,['9/28/2004']
5857,a,12/19/2008,['12/19/2008']
5858,a,7/19/1999,['7/19/1999']
5859,a,12/14/2006,['12/14/2006']
5860,a,1/24/2006,['1/24/2006']
5861,a,9/7/2012,['9/7/2012']
5862,a,4/15/2008 | 6/ 10/2008,4/15/2008
5863,a,11/18/2010,['11/18/2010']
5864,a,8/15/2012,['8/15/2012']
5865,a,6/11/2011,['6/11/2011']
5866,a,4/27/2011,['4/27/2011']
5867,a,10/15/2010,['10/15/2010']
5868,a,8/9/2010 | 7/22/2010,7/22/2010
5869,a,3/18/2011 | 3/23/2010,3/23/2010
5870,a,8/19/2009,['8/19/2009']
5871,a,5/13/2009 | 5/4/2009 | 5/5/2009 | 3/22/2010 | 6/ 26/2009,5/4/2009
5872,a,4/27/2009,['4/27/2009']
5873,a,8/13/2008,['8/13/2008']
5874,a,4/9/2007,['4/9/2007']
5875,a,10/27/2006 | 2/22/2007 | 3/14/2007 | 8/25/2006,8/25/2006
5876,a,4/8/2005,['4/8/2005']
5877,a,12/13/2004,['12/13/2004']
5878,a,11/29/2004 | 8/5/2005,11/29/2004
5879,a,6/ 5/2003 | 11/7/2003,6/5/2003
5880,a,4/8/2003,['4/8/2003']
5881,a,7/22/2003 | 11/18/2002 | 1/22/2003,11/18/2002
5882,a,8/2/2002,['8/2/2002']
5883,a,5/15/2000,['5/15/2000']
5884,a,9/13/1999,['9/13/1999']
5885,a,9/13/1999,['9/13/1999']
5886,a,12/14/1998,['12/14/1998']
5887,a,9/30/1998,['9/30/1998']
5888,a,10/3/1997,['10/3/1997']
5889,a,1/8/1997,['1/8/1997']
5890,a,6/25/1996,['6/25/1996']
5891,a,11/27/1995,['11/27/1995']
5892,a,7/9/2012,['7/9/2012']
5893,a,7/15/2009,['7/15/2009']
5894,a,9/28/2004,['9/28/2004']
5895,a,12/28/1999,['12/28/1999']
5896,a,9/17/2003,['9/17/2003']
5897,a,8/17/2006,['8/17/2006']
5898,a,6/30/2006,['6/30/2006']
5899,a,12/13/2007 | 5/15/2007,5/15/2007
5900,a,5/16/2006,['5/16/2006']
5901,a,5/16/2006,['5/16/2006']
5902,a,6/ 16/2004 | 12/30/2003,12/30/2003
5903,a,1/26/2005 | 12/28/2004,12/28/2004
5904,a,12/21/1998,['12/21/1998']
5905,a,7/29/1997,['7/29/1997']
5906,a,1/4/2007,['1/4/2007']
5907,a,12/31/2003 | 3/1/2004,12/31/2003
5908,a,12/31/2003 | 3/1/2004,12/31/2003
5909,a,11/28/2005,['11/28/2005']
5910,a,11/28/2005,['11/28/2005']
5911,a,11/28/2005,['11/28/2005']
5912,a,11/28/2005,['11/28/2005']
5913,a,9/1/2006,['9/1/2006']
5914,a,9/6/2006,['9/6/2006']
5915,a,1/6/2010 | 6/ 21/2010,1/6/2010
5916,a,11/13/2007,['11/13/2007']
5917,a,7/12/2004,['7/12/2004']
5918,a,4/23/2008,['4/23/2008']
5919,a,8/30/2007,['8/30/2007']
5920,a,8/30/2007,['8/30/2007']
5921,a,8/29/2003,['8/29/2003']
5922,a,8/30/2007,['8/30/2007']
5923,a,8/30/2007,['8/30/2007']
5924,a,9/16/2004,['9/16/2004']
5925,a,12/28/2004 | 12/28/2004 | 12/28/2004,12/28/2004
5926,a,3/7/2003,['3/7/2003']
5927,a,4/30/2004,['4/30/2004']
5928,a,7/2/2002,['7/2/2002']
5929,a,2/19/2004,['2/19/2004']
5930,a,5/16/2003,['5/16/2003']
5931,a,10/9/2003,['10/9/2003']
5932,a,4/18/2003,['4/18/2003']
5933,a,2/9/2004,['2/9/2004']
5934,a,2/21/2002,['2/21/2002']
5935,a,2/21/2002,['2/21/2002']
5936,a,1/21/2003,['1/21/2003']
